"frase","situacao","fonte"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com tontura intensa e tontura intensa.","alto risco","Sintético-CardioIA"
"Tenho palpitação leve no peito quando fico nervoso, mas some quando me acalmo.","baixo risco","Sintético-CardioIA"
"Tenho desconforto leve ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Sinto dificuldade para respirar em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Estou com pressão no peito muito forte que irradia para o pescoço, começou há 5 minutos.","alto risco","Sintético-CardioIA"
"Sinto mal-estar passageiro quando levanto rápido da cama, dura só alguns segundos.","baixo risco","Sintético-CardioIA"
"Sinto tontura passageira leve que piora quando aperto o peito com a mão.","baixo risco","Sintético-CardioIA"
"Sinto pressão no peito que irradia para o pescoço e estou com dor que irradia há 10 minutos.","alto risco","Sintético-CardioIA"
"Estou com falta de ar muito forte que irradia para o mandíbula, começou há 5 minutos.","alto risco","Sintético-CardioIA"
"Sinto cansaço quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Tenho dor forte no peito constante há 2 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Sinto desconforto leve leve quando durmo mal, mas no dia seguinte passa.","baixo risco","Sintético-CardioIA"
"Estou com dor forte no peito que vai para o mandíbula e suando muito frio.","alto risco","Sintético-CardioIA"
"Sinto dorzinha depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Tenho dor forte no peito constante há 5 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Estou com falta de ar fortíssima, tontura intensa e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Sinto o coração disparado e dor forte no peito há 5 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Tenho um leve inchaço nos tornozelos no fim do dia, some quando elevo as pernas.","baixo risco","Sintético-CardioIA"
"Tenho incômodo esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Tenho cansaço que melhora quando tomo antiácido, acho que é refluxo.","baixo risco","Sintético-CardioIA"
"Sinto incômodo quando levanto rápido da cama, dura só alguns segundos.","baixo risco","Sintético-CardioIA"
"Tenho palpitação leve esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Tenho falta de ar e dor no peito ao mesmo tempo há 2 minutos, está piorando muito.","alto risco","Sintético-CardioIA"
"Estou com dificuldade para respirar que vai para o costas e suando muito frio.","alto risco","Sintético-CardioIA"
"Tenho palpitação leve esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Sinto tontura passageira depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho dor forte no peito e tontura intensa há 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto palpitação leve leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Estou com dor no peito muito forte que irradia para o pescoço, começou há 5 minutos.","alto risco","Sintético-CardioIA"
"Tenho tontura passageira no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Sou atleta e meu coração bate mais devagar que o normal, o médico disse que é normal.","baixo risco","Sintético-CardioIA"
"Tenho dorzinha ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Tenho incômodo no peito quando fico nervoso, mas some quando me acalmo.","baixo risco","Sintético-CardioIA"
"Estou com falta de ar fortíssima, tontura intensa e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Sinto dor que irradia em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Minha tontura intensa começou de repente há 2 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
"Minha pressão subiu um pouco depois de um dia estressante, mas voltou ao normal.","baixo risco","Sintético-CardioIA"
"Sou atleta e meu coração bate mais devagar que o normal, o médico disse que é normal.","baixo risco","Sintético-CardioIA"
"Estou com falta de ar que vai para o mandíbula e suando muito frio.","alto risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Sinto dificuldade para respirar intensa há 5 minutos e não passa nem com repouso, além de tontura intensa.","alto risco","Sintético-CardioIA"
"Tenho desconforto leve ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Estou com pressão no peito que vai para o pescoço e suando muito frio.","alto risco","Sintético-CardioIA"
"Tenho pressão no peito que não para desde 2 minutos, junto com dificuldade para respirar e tontura intensa.","alto risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Sinto dor no peito em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Sinto cansaço depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com dor no peito e aperto no peito.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Sinto o coração disparado e dificuldade para respirar há 10 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Minha pressão subiu um pouco depois de um dia estressante, mas voltou ao normal.","baixo risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com pressão no peito e dificuldade para respirar.","alto risco","Sintético-CardioIA"
"Sinto tontura passageira quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Sinto palpitação leve depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Sinto aperto no peito muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Fiz exame de rotina e encontraram um pequeno aneurisma estável, sem sintomas.","baixo risco","Sintético-CardioIA"
"Estou com aperto no peito que vai para o mandíbula e suando muito frio.","alto risco","Sintético-CardioIA"
"Tenho pressão no peito e pressão no peito ao mesmo tempo há 2 minutos, está piorando muito.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Estou com dor forte no peito e dor forte no peito há 2 minutos e sinto que vou desmaiar.","alto risco","Sintético-CardioIA"
"Minha pressão está 210x130 mmHg e estou sentindo dor no peito muito forte.","alto risco","Sintético-CardioIA"
"Sinto palpitação leve leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
"Estou com aperto no peito e dor no peito há 5 minutos e sinto que vou desmaiar.","alto risco","Sintético-CardioIA"
"Sinto fadiga quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Tenho palpitação leve ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Tenho azia depois de comer muito, às vezes confundo com dor no peito.","baixo risco","Sintético-CardioIA"
"Sinto desconforto leve ao subir escadas, mas só quando subo muitos andares de uma vez.","baixo risco","Sintético-CardioIA"
"Sinto dificuldade para respirar em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Sinto mal-estar passageiro leve que piora quando aperto o peito com a mão.","baixo risco","Sintético-CardioIA"
"Não consigo deitar por causa da pressão no peito, só melhora sentado, desde 5 minutos.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Minha pressão subiu um pouco depois de um dia estressante, mas voltou ao normal.","baixo risco","Sintético-CardioIA"
"Sinto dor no peito muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Tenho desconforto leve esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Sinto dorzinha leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 135x85 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Estou com dor forte no peito que vai para o pescoço e suando muito frio.","alto risco","Sintético-CardioIA"
"Acordei com dor forte no peito fortíssima e aperto no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Sinto um incômodo leve depois de fazer exercício, mas passa rápido.","baixo risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
"Acordei com dor que irradia fortíssima e dificuldade para respirar, estou com muito medo.","alto risco","Sintético-CardioIA"
"Minha pressão subiu um pouco depois de um dia estressante, mas voltou ao normal.","baixo risco","Sintético-CardioIA"
"Sinto o coração disparado e dor que irradia há 5 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho pressão no peito e dor que irradia há 5 minutos.","alto risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com pressão no peito e aperto no peito.","alto risco","Sintético-CardioIA"
"Tenho cansaço no peito quando fico nervoso, mas some quando me acalmo.","baixo risco","Sintético-CardioIA"
"Sinto palpitação leve quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Sinto tontura intensa muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Acordei com falta de ar fortíssima e pressão no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Sinto um palpitação leve leve depois de fazer exercício, mas passa rápido.","baixo risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Sinto palpitação leve leve que piora quando aperto o peito com a mão.","baixo risco","Sintético-CardioIA"
"Estou com dor forte no peito e dificuldade para respirar há 10 minutos e sinto que vou desmaiar.","alto risco","Sintético-CardioIA"
"Estou com o coração batendo a 190 bpm e sinto tontura intensa no peito.","alto risco","Sintético-CardioIA"
"Sinto o coração disparado e dificuldade para respirar há 5 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Sinto mal-estar passageiro quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Minha dificuldade para respirar começou de repente há 5 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes durante apresentações no trabalho, mas é nervoso.","baixo risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 128x82 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com falta de ar e aperto no peito.","alto risco","Sintético-CardioIA"
"Não consigo deitar por causa da pressão no peito, só melhora sentado, desde 2 minutos.","alto risco","Sintético-CardioIA"
